SCHOOL_YEAR,DIVISION NUMBER,DIVISION NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL ACCREDITATION RATING
2009-2010,82,Rockingham County,400,Elkton Elementary,Fully Accredited
2009-2010,82,Rockingham County,900,Elkton Middle,Fully Accredited
2009-2010,82,Rockingham County,940,Fulks Run Elementary,Fully Accredited
2009-2010,82,Rockingham County,960,J. Frank Hillyard Middle,Fully Accredited
2009-2010,82,Rockingham County,1071,John C. Myers Elementary,Fully Accredited
2009-2010,82,Rockingham County,970,John W. Wayland Elementary,Fully Accredited
2009-2010,82,Rockingham County,500,Lacey Spring Elementary,Fully Accredited
2009-2010,82,Rockingham County,360,Linville-Edom Elementary,Fully Accredited
2009-2010,82,Rockingham County,600,McGaheysville Elementary,Fully Accredited
2009-2010,82,Rockingham County,860,Montevideo Middle,Fully Accredited
2009-2010,82,Rockingham County,520,Mountain View Elementary,Fully Accredited
2009-2010,82,Rockingham County,920,Ottobine Elementary,Fully Accredited
2009-2010,82,Rockingham County,1073,Peak View Elementary,Fully Accredited
2009-2010,82,Rockingham County,10,Plains Elementary,Fully Accredited
2009-2010,82,Rockingham County,950,Pleasant Valley Elementary,Fully Accredited
2009-2010,82,Rockingham County,390,River Bend Elementary,Conditionally Accredited
2009-2010,82,Rockingham County,830,South River Elementary,Fully Accredited
2009-2010,82,Rockingham County,20,Spotswood High,Fully Accredited
2009-2010,82,Rockingham County,850,Turner Ashby High,Fully Accredited
2009-2010,82,Rockingham County,890,Wilbur S. Pence Middle,Fully Accredited
2009-2010,83,Russell County,580,Belfast Elk Garden Elementary,Fully Accredited
2009-2010,83,Russell County,792,Castlewood Elementary,Fully Accredited
2009-2010,83,Russell County,791,Castlewood High,Fully Accredited
2009-2010,83,Russell County,880,Cleveland Elementary,Fully Accredited
2009-2010,83,Russell County,820,Copper Creek Elementary,Fully Accredited
2009-2010,83,Russell County,800,Givens Elementary,Fully Accredited
2009-2010,83,Russell County,890,Honaker Elementary,Fully Accredited
2009-2010,83,Russell County,540,Honaker High,Fully Accredited
2009-2010,83,Russell County,410,Lebanon Elementary,Fully Accredited
2009-2010,83,Russell County,140,Lebanon High,Fully Accredited
2009-2010,83,Russell County,902,Lebanon Middle,Fully Accredited
2009-2010,83,Russell County,390,Lebanon Primary,Fully Accredited
2009-2010,83,Russell County,710,Swords Creek Elementary,Fully Accredited
2009-2010,139,Salem City,100,Andrew Lewis Middle,Fully Accredited
2009-2010,139,Salem City,550,East Salem Elementary,Fully Accredited
2009-2010,139,Salem City,90,G.W. Carver Elementary,Fully Accredited
2009-2010,139,Salem City,70,Salem High,Fully Accredited
2009-2010,139,Salem City,580,South Salem Elementary,Fully Accredited
2009-2010,139,Salem City,460,West Salem Elementary,Fully Accredited
2009-2010,84,Scott County,750,Duffield-Pattonsville Primary,Fully Accredited
2009-2010,84,Scott County,42,Dungannon Intermediate,Fully Accredited
2009-2010,84,Scott County,102,Fort Blackmore Primary,Fully Accredited
2009-2010,84,Scott County,770,Gate City High,Fully Accredited
2009-2010,84,Scott County,771,Gate City Middle,Fully Accredited
2009-2010,84,Scott County,670,Hilton Elementary,Fully Accredited
2009-2010,84,Scott County,220,Nickelsville Elementary,Fully Accredited
2009-2010,84,Scott County,260,Rye Cove High,Fully Accredited
2009-2010,84,Scott County,20,Rye Cove Intermediate,Fully Accredited
2009-2010,84,Scott County,641,Shoemaker Elementary,Fully Accredited
2009-2010,84,Scott County,780,Twin Springs High,Fully Accredited
2009-2010,84,Scott County,740,Weber City Elementary,Fully Accredited
2009-2010,84,Scott County,790,Yuma Elementary,Fully Accredited
2009-2010,85,Shenandoah County,820,Ashby Lee Elementary,Fully Accredited
2009-2010,85,Shenandoah County,780,Central High,Fully Accredited
2009-2010,85,Shenandoah County,40,North Fork Middle,Fully Accredited
2009-2010,85,Shenandoah County,30,Peter Muhlenberg Middle,Fully Accredited
2009-2010,85,Shenandoah County,810,Sandy Hook Elementary,Fully Accredited
2009-2010,85,Shenandoah County,50,Signal Knob Middle,Fully Accredited
2009-2010,85,Shenandoah County,790,Stonewall Jackson High,Fully Accredited
2009-2010,85,Shenandoah County,770,Strasburg High,Fully Accredited
2009-2010,85,Shenandoah County,20,W.W. Robinson Elementary,Fully Accredited
2009-2010,86,Smyth County,290,Atkins Elementary,Fully Accredited
2009-2010,86,Smyth County,730,Chilhowie Elementary,Fully Accredited
2009-2010,86,Smyth County,460,Chilhowie High,Fully Accredited
2009-2010,86,Smyth County,851,Chilhowie Middle,Fully Accredited
2009-2010,86,Smyth County,690,Marion Intermediate,Fully Accredited
2009-2010,86,Smyth County,680,Marion Middle,Fully Accredited
2009-2010,86,Smyth County,710,Marion Primary,Fully Accredited
2009-2010,86,Smyth County,700,Marion Senior High,Fully Accredited
2009-2010,86,Smyth County,250,Northwood High,Fully Accredited
2009-2010,86,Smyth County,120,Northwood Middle,Fully Accredited
2009-2010,86,Smyth County,720,Rich Valley Elementary,Fully Accredited
2009-2010,86,Smyth County,740,Saltville Elementary,Fully Accredited
2009-2010,86,Smyth County,530,Sugar Grove Combined,Fully Accredited
2009-2010,87,Southampton County,710,Capron Elementary,Fully Accredited
2009-2010,87,Southampton County,20,Meherrin Elementary,Fully Accredited
2009-2010,87,Southampton County,10,Nottoway Elementary,Fully Accredited
2009-2010,87,Southampton County,780,Riverdale Elementary,Fully Accredited
2009-2010,87,Southampton County,690,Southampton High,Fully Accredited
2009-2010,87,Southampton County,700,Southampton Middle,Fully Accredited
2009-2010,88,Spotsylvania County,10,Battlefield Elementary,Fully Accredited
2009-2010,88,Spotsylvania County,50,Battlefield Middle,Fully Accredited
2009-2010,88,Spotsylvania County,340,Berkeley Elementary,Fully Accredited
2009-2010,88,Spotsylvania County,400,Brock Road Elementary,Fully Accredited
2009-2010,88,Spotsylvania County,511,Cedar Forest Elementary,Fully Accredited
2009-2010,88,Spotsylvania County,40,Chancellor Elementary,Fully Accredited
2009-2010,88,Spotsylvania County,381,Chancellor High,Fully Accredited
2009-2010,88,Spotsylvania County,382,Chancellor Middle,Fully Accredited
2009-2010,88,Spotsylvania County,501,Courthouse Road Elementary,Fully Accredited
2009-2010,88,Spotsylvania County,22,Courtland Elementary,Fully Accredited
2009-2010,88,Spotsylvania County,20,Courtland High,Fully Accredited
2009-2010,88,Spotsylvania County,509,Freedom Middle,Fully Accredited
2009-2010,88,Spotsylvania County,507,Harrison Road Elementary,Fully Accredited
2009-2010,88,Spotsylvania County,30,Lee Hill Elementary,Fully Accredited
2009-2010,88,Spotsylvania County,350,Livingston Elementary,Fully Accredited
2009-2010,88,Spotsylvania County,506,Massaponax High,Fully Accredited
2009-2010,88,Spotsylvania County,505,Ni River Middle,Fully Accredited
2009-2010,88,Spotsylvania County,508,Parkside Elementary,Fully Accredited
2009-2010,88,Spotsylvania County,220,Post Oak Middle,Fully Accredited
2009-2010,88,Spotsylvania County,510,Riverbend High,Fully Accredited
2009-2010,88,Spotsylvania County,503,Riverview Elementary,Fully Accredited
2009-2010,88,Spotsylvania County,130,Robert E. Lee Elementary,Fully Accredited
2009-2010,88,Spotsylvania County,60,Salem Elementary,Fully Accredited
2009-2010,88,Spotsylvania County,390,Smith Station Elementary,Fully Accredited
2009-2010,88,Spotsylvania County,360,Spotswood Elementary,Fully Accredited
2009-2010,88,Spotsylvania County,370,Spotsylvania High,Fully Accredited
2009-2010,88,Spotsylvania County,330,Spotsylvania Middle,Fully Accredited
2009-2010,88,Spotsylvania County,502,Thornburg Middle,Fully Accredited
2009-2010,88,Spotsylvania County,504,Wilderness Elementary,Fully Accredited
2009-2010,89,Stafford County,40,Andrew G. Wright Middle,Fully Accredited
2009-2010,89,Stafford County,260,Anne E. Moncure Elementary,Fully Accredited
2009-2010,89,Stafford County,433,Anthony Burns Elementary,Fully Accredited
2009-2010,89,Stafford County,421,Brooke Point High,Fully Accredited
2009-2010,89,Stafford County,424,Colonial Forge High,Fully Accredited
2009-2010,89,Stafford County,431,Conway Elementary,Fully Accredited
2009-2010,89,Stafford County,432,Donald B. Dixon-Lyle R. Smith Middle,Fully Accredited
2009-2010,89,Stafford County,10,Edward E. Drew Jr. Middle,Fully Accredited
2009-2010,89,Stafford County,280,Falmouth Elementary,Fully Accredited
2009-2010,89,Stafford County,230,Ferry Farm Elementary,Fully Accredited
2009-2010,89,Stafford County,41,Garrisonville Elementary,Fully Accredited
2009-2010,89,Stafford County,270,Grafton Village Elementary,Fully Accredited
2009-2010,89,Stafford County,422,H.H. Poole Middle,Fully Accredited
2009-2010,89,Stafford County,320,Hampton Oaks Elementary,Fully Accredited
2009-2010,89,Stafford County,250,Hartwood Elementary,Fully Accredited
2009-2010,89,Stafford County,427,Kate Waller Barrett Elementary,Fully Accredited
2009-2010,89,Stafford County,429,Margaret Brent Elementary,Fully Accredited
2009-2010,89,Stafford County,430,Mountain View High,Fully Accredited
2009-2010,89,Stafford County,30,North Stafford High,Fully Accredited
2009-2010,89,Stafford County,300,Park Ridge Elementary,Fully Accredited
2009-2010,89,Stafford County,60,Rockhill Elementary,Fully Accredited
2009-2010,89,Stafford County,425,Rocky Run Elementary,Fully Accredited
2009-2010,89,Stafford County,426,Rodney E. Thompson Middle,Fully Accredited
2009-2010,89,Stafford County,440,Shirley C. Heim Middle,Fully Accredited
2009-2010,89,Stafford County,111,Stafford Elementary,Fully Accredited
2009-2010,89,Stafford County,112,Stafford Middle,Fully Accredited
2009-2010,89,Stafford County,20,Stafford Senior High,Fully Accredited
2009-2010,89,Stafford County,162,T. Benton Gayle Middle,Fully Accredited
2009-2010,89,Stafford County,50,Widewater Elementary,Fully Accredited
2009-2010,89,Stafford County,423,Winding Creek Elementary,Fully Accredited
2009-2010,126,Staunton City,80,A.R. Ware Elementary,Fully Accredited
2009-2010,126,Staunton City,70,Bessie Weller Elementary,Fully Accredited
2009-2010,126,Staunton City,30,Robert E. Lee High,Fully Accredited
2009-2010,126,Staunton City,110,Shelburne Middle,Fully Accredited
2009-2010,126,Staunton City,90,Thomas C. McSwain Elementary,Fully Accredited
2009-2010,126,Staunton City,40,Thomas W. Dixon Elementary,Fully Accredited
2009-2010,127,Suffolk City,50,Booker T. Washington Elementary,Fully Accredited
2009-2010,127,Suffolk City,440,Creekside Elementary,Fully Accredited
2009-2010,127,Suffolk City,80,Driver Elementary,Fully Accredited
2009-2010,127,Suffolk City,210,Elephant's Fork Elementary,Fully Accredited
2009-2010,127,Suffolk City,90,Florence Bowser Elementary,Fully Accredited
2009-2010,127,Suffolk City,390,Forest Glen Middle,Fully Accredited
2009-2010,127,Suffolk City,450,Hillpoint Elementary,Fully Accredited
2009-2010,127,Suffolk City,370,John F. Kennedy Middle,Fully Accredited
2009-2010,127,Suffolk City,380,John Yeates Middle,Fully Accredited
2009-2010,127,Suffolk City,230,Kilby Shores Elementary,Fully Accredited
2009-2010,127,Suffolk City,395,King`s Fork High,Fully Accredited
2009-2010,127,Suffolk City,393,King`s Fork Middle,Fully Accredited
2009-2010,127,Suffolk City,300,Lakeland High,Fully Accredited
2009-2010,127,Suffolk City,330,Mack Benn Jr. Elementary,Fully Accredited
2009-2010,127,Suffolk City,360,Mount Zion Elementary,Fully Accredited
2009-2010,127,Suffolk City,220,Nansemond Parkway Elementary,Fully Accredited
2009-2010,127,Suffolk City,240,Nansemond River High,Fully Accredited
2009-2010,127,Suffolk City,391,Northern Shores Elementary,Fully Accredited
2009-2010,127,Suffolk City,70,Oakland Elementary,Fully Accredited
2009-2010,127,Suffolk City,340,Robertson Elementary,Fully Accredited
2009-2010,127,Suffolk City,280,Southwestern Elementary,Fully Accredited
2009-2010,90,Surry County,30,Luther P. Jackson Middle,Fully Accredited
2009-2010,90,Surry County,10,Surry County High,Fully Accredited
2009-2010,90,Surry County,20,Surry Elementary,Fully Accredited
2009-2010,91,Sussex County,50,Ellen W. Chambliss Elementary,Accreditation Denied
2009-2010,91,Sussex County,380,Jefferson Elementary,Fully Accredited
2009-2010,91,Sussex County,340,Sussex Central High,Fully Accredited
2009-2010,91,Sussex County,20,Sussex Central Middle,Accredited with Warning
2009-2010,92,Tazewell County,1020,Abbs Valley-Boissevain Elementary,Fully Accredited
2009-2010,92,Tazewell County,830,Cedar Bluff Elementary,Fully Accredited
2009-2010,92,Tazewell County,750,Dudley Primary,Fully Accredited
2009-2010,92,Tazewell County,940,Graham High,Fully Accredited
2009-2010,92,Tazewell County,960,Graham Intermediate,Fully Accredited
2009-2010,92,Tazewell County,10,Graham Middle,Fully Accredited
2009-2010,92,Tazewell County,450,North Tazewell Elementary,Fully Accredited
2009-2010,92,Tazewell County,920,Raven Elementary,Fully Accredited
2009-2010,92,Tazewell County,822,Richlands Elementary,Fully Accredited
2009-2010,92,Tazewell County,821,Richlands High,Fully Accredited
2009-2010,92,Tazewell County,823,Richlands Middle,Fully Accredited
2009-2010,92,Tazewell County,980,Springville Elementary,Fully Accredited
2009-2010,92,Tazewell County,1030,Tazewell Elementary,Fully Accredited
2009-2010,92,Tazewell County,890,Tazewell High,Fully Accredited
2009-2010,92,Tazewell County,100,Tazewell Middle,Fully Accredited
2009-2010,128,Virginia Beach City,590,Alanton Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,550,Arrowhead Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,280,Bayside Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,530,Bayside High,Fully Accredited
2009-2010,128,Virginia Beach City,700,Bayside Middle,Fully Accredited
2009-2010,128,Virginia Beach City,60,Birdneck Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,790,Brandon Middle,Fully Accredited
2009-2010,128,Virginia Beach City,630,Brookwood Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,40,Centerville Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,990,Christopher Farms Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,720,College Park Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,1041,Corporate Landing Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,980,Corporate Landing Middle,Fully Accredited
2009-2010,128,Virginia Beach City,230,Creeds Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,106,Diamond Springs Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,780,Fairfield Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,610,First Colonial High,Fully Accredited
2009-2010,128,Virginia Beach City,440,Floyd Kellam High,Fully Accredited
2009-2010,128,Virginia Beach City,30,Frank W. Cox High,Fully Accredited
2009-2010,128,Virginia Beach City,870,Glenwood Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,430,Great Neck Middle,Fully Accredited
2009-2010,128,Virginia Beach City,770,Green Run Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,10,Green Run High,Fully Accredited
2009-2010,128,Virginia Beach City,540,Hermitage Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,600,Holland Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,740,Independence Middle,Fully Accredited
2009-2010,128,Virginia Beach City,800,Indian Lakes Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,360,John B. Dey Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,80,Kemps Landing Magnet,Fully Accredited
2009-2010,128,Virginia Beach City,450,Kempsville Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,620,Kempsville High,Fully Accredited
2009-2010,128,Virginia Beach City,410,Kempsville Meadows Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,690,Kempsville Middle,Fully Accredited
2009-2010,128,Virginia Beach City,420,King's Grant Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,580,Kingston Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,932,Landstown Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,1030,Landstown High,Fully Accredited
2009-2010,128,Virginia Beach City,931,Landstown Middle,Fully Accredited
2009-2010,128,Virginia Beach City,970,Larkspur Middle,Fully Accredited
2009-2010,128,Virginia Beach City,330,Linkhorn Park Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,460,Luxford Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,520,Lynnhaven Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,730,Lynnhaven Middle,Fully Accredited
2009-2010,128,Virginia Beach City,500,Malibu Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,1020,New Castle Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,710,Newtown Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,760,North Landing Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,880,Ocean Lakes Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,960,Ocean Lakes High,Fully Accredited
2009-2010,128,Virginia Beach City,570,Old Donation Center,Fully Accredited
2009-2010,128,Virginia Beach City,820,Parkway Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,490,Pembroke Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,660,Pembroke Meadows Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,640,Plaza Middle,Fully Accredited
2009-2010,128,Virginia Beach City,680,Point O' View Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,340,Princess Anne Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,321,Princess Anne High,Fully Accredited
2009-2010,128,Virginia Beach City,750,Princess Anne Middle,Fully Accredited
2009-2010,128,Virginia Beach City,692,Providence Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,900,Red Mill Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,810,Rosemont Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,840,Rosemont Forest Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,830,Salem Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,850,Salem High,Fully Accredited
2009-2010,128,Virginia Beach City,50,Salem Middle,Fully Accredited
2009-2010,128,Virginia Beach City,290,Seatack Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,300,Shelton Park Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,940,Strawbridge Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,910,Tallwood Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,920,Tallwood High,Fully Accredited
2009-2010,128,Virginia Beach City,350,Thalia Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,400,Thoroughgood Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,100,Three Oaks Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,510,Trantwood Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,140,Virginia Beach Middle,Fully Accredited
2009-2010,128,Virginia Beach City,130,W.T. Cooke Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,20,White Oaks Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,470,Williams Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,670,Windsor Oaks Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,560,Windsor Woods Elementary,Fully Accredited
2009-2010,128,Virginia Beach City,390,Woodstock Elementary,Fully Accredited
2009-2010,93,Warren County,90,A.S. Rhodes Elementary,Fully Accredited
2009-2010,93,Warren County,140,E. Wilson Morrison Elementary,Fully Accredited
2009-2010,93,Warren County,371,Hilda J. Barbour Elementary,Fully Accredited
2009-2010,93,Warren County,20,Leslie Fox Keyser Elementary,Fully Accredited
2009-2010,93,Warren County,240,Ressie Jeffries Elementary,Fully Accredited
2009-2010,93,Warren County,250,Skyline High,Fully Accredited
2009-2010,93,Warren County,230,Warren County High,Fully Accredited
2009-2010,93,Warren County,270,Warren County Middle,Fully Accredited
2009-2010,94,Washington County,1080,Abingdon Elementary,Fully Accredited
2009-2010,94,Washington County,1030,Abingdon High,Fully Accredited
2009-2010,94,Washington County,40,Damascus Middle,Fully Accredited
2009-2010,94,Washington County,1110,E.B. Stanley Middle,Fully Accredited
2009-2010,94,Washington County,1090,Glade Spring Middle,Fully Accredited
2009-2010,94,Washington County,260,Greendale Elementary,Fully Accredited
2009-2010,94,Washington County,1070,High Point Elementary,Fully Accredited
2009-2010,94,Washington County,1060,Holston High,Fully Accredited
2009-2010,94,Washington County,1040,John S. Battle High,Fully Accredited
2009-2010,94,Washington County,20,Meadowview Elementary,Fully Accredited
2009-2010,94,Washington County,1050,Patrick Henry High,Fully Accredited
2009-2010,94,Washington County,50,Rhea Valley Elementary,Fully Accredited
2009-2010,94,Washington County,1020,Valley Institute Elementary,Fully Accredited
2009-2010,94,Washington County,620,Wallace Middle,Fully Accredited
2009-2010,94,Washington County,70,Watauga Elementary,Fully Accredited
2009-2010,130,Waynesboro City,650,Berkeley Glenn Elementary,Fully Accredited
2009-2010,130,Waynesboro City,640,Kate Collins Middle,Fully Accredited
2009-2010,130,Waynesboro City,600,Waynesboro High,Fully Accredited
2009-2010,130,Waynesboro City,580,Wenonah Elementary,Fully Accredited
2009-2010,130,Waynesboro City,630,Westwood Hills Elementary,Fully Accredited
2009-2010,130,Waynesboro City,751,William Perry Elementary,Fully Accredited
2009-2010,207,West Point,280,West Point Elementary,Fully Accredited
2009-2010,207,West Point,290,West Point High,Fully Accredited
2009-2010,207,West Point,391,West Point Middle,Fully Accredited
2009-2010,95,Westmoreland County,210,Cople Elementary,Fully Accredited
2009-2010,95,Westmoreland County,300,Montross Middle,Fully Accredited
2009-2010,95,Westmoreland County,120,Washington & Lee High,Fully Accredited
2009-2010,95,Westmoreland County,310,Washington District Elementary,Fully Accredited
2009-2010,131,Williamsburg-James City County,60,Berkeley Middle,Fully Accredited
2009-2010,131,Williamsburg-James City County,40,Clara Byrd Baker Elementary,Fully Accredited
2009-2010,131,Williamsburg-James City County,80,D.J. Montague Elementary,Fully Accredited
2009-2010,131,Williamsburg-James City County,20,James Blair Middle,Fully Accredited
2009-2010,131,Williamsburg-James City County,201,James River Elementary,Fully Accredited
2009-2010,131,Williamsburg-James City County,202,Jamestown High,Fully Accredited
2009-2010,131,Williamsburg-James City County,90,Lafayette High,Fully Accredited
2009-2010,131,Williamsburg-James City County,205,Matoaka Elementary,Fully Accredited
2009-2010,131,Williamsburg-James City County,10,Matthew Whaley Elementary,Fully Accredited
2009-2010,131,Williamsburg-James City County,70,Norge Elementary,Fully Accredited
2009-2010,131,Williamsburg-James City County,50,Rawls Byrd Elementary,Fully Accredited
2009-2010,131,Williamsburg-James City County,203,Stonehouse Elementary,Fully Accredited
2009-2010,131,Williamsburg-James City County,100,Toano Middle,Fully Accredited
2009-2010,131,Williamsburg-James City County,204,Warhill High,Fully Accredited
2009-2010,132,Winchester City,70,Daniel Morgan Middle,Fully Accredited
2009-2010,132,Winchester City,80,Frederick Douglass Elementary,Fully Accredited
2009-2010,132,Winchester City,50,Garland R. Quarles Elementary,Fully Accredited
2009-2010,132,Winchester City,40,John Handley High,Fully Accredited
2009-2010,132,Winchester City,60,John Kerr Elementary,Fully Accredited
2009-2010,132,Winchester City,20,Virginia Avenue Charlotte Dehart Elementary,Fully Accredited
2009-2010,96,Wise County,20,Appalachia Elementary,Fully Accredited
2009-2010,96,Wise County,710,Appalachia High,Fully Accredited
2009-2010,96,Wise County,652,Coeburn High,Fully Accredited
2009-2010,96,Wise County,651,Coeburn Middle,Fully Accredited
2009-2010,96,Wise County,653,Coeburn Primary,Fully Accredited
2009-2010,96,Wise County,1000,J.J. Kelly High,Fully Accredited
2009-2010,96,Wise County,73,J.W. Adams Combined,Fully Accredited
2009-2010,96,Wise County,320,L.F. Addington Middle,Fully Accredited
2009-2010,96,Wise County,71,Pound High,Fully Accredited
2009-2010,96,Wise County,1010,Powell Valley High,Fully Accredited
2009-2010,96,Wise County,1013,Powell Valley Middle,Fully Accredited
2009-2010,96,Wise County,1012,Powell Valley Primary,Fully Accredited
2009-2010,96,Wise County,871,St. Paul Elementary,Fully Accredited
2009-2010,96,Wise County,872,St. Paul High,Fully Accredited
2009-2010,96,Wise County,1020,Wise Primary,Fully Accredited
2009-2010,97,Wythe County,760,Fort Chiswell High,Fully Accredited
2009-2010,97,Wythe County,1073,Fort Chiswell Middle,Accredited with Warning
2009-2010,97,Wythe County,721,George Wythe High,Fully Accredited
2009-2010,97,Wythe County,730,Jackson Memorial Elementary,Fully Accredited
2009-2010,97,Wythe County,100,Max Meadows Elementary,Fully Accredited
2009-2010,97,Wythe County,201,Rural Retreat Elementary,Fully Accredited
2009-2010,97,Wythe County,202,Rural Retreat High,Fully Accredited
2009-2010,97,Wythe County,1074,Rural Retreat Middle,Fully Accredited
2009-2010,97,Wythe County,1075,Scott Memorial Middle,Accredited with Warning
2009-2010,97,Wythe County,740,Sheffey Elementary,Fully Accredited
2009-2010,97,Wythe County,440,Speedwell Elementary,Fully Accredited
2009-2010,97,Wythe County,190,Spiller Elementary,Fully Accredited
2009-2010,98,York County,180,Bethel Manor Elementary,Fully Accredited
2009-2010,98,York County,20,Bruton High,Fully Accredited
2009-2010,98,York County,90,Coventry Elementary,Fully Accredited
2009-2010,98,York County,160,Dare Elementary,Fully Accredited
2009-2010,98,York County,140,Grafton Bethel Elementary,Fully Accredited
2009-2010,98,York County,332,Grafton High,Fully Accredited
2009-2010,98,York County,333,Grafton Middle,Fully Accredited
2009-2010,98,York County,10,Magruder Elementary,Fully Accredited
2009-2010,98,York County,80,Mount Vernon Elementary,Fully Accredited
2009-2010,98,York County,200,Queens Lake Middle,Fully Accredited
2009-2010,98,York County,170,Seaford Elementary,Fully Accredited
2009-2010,98,York County,50,Tabb Elementary,Fully Accredited
2009-2010,98,York County,230,Tabb High,Fully Accredited
2009-2010,98,York County,190,Tabb Middle,Fully Accredited
2009-2010,98,York County,220,Waller Mill Elementary,Fully Accredited
2009-2010,98,York County,30,York High,Fully Accredited
2009-2010,98,York County,335,York River Academy,Fully Accredited
2009-2010,98,York County,210,Yorktown Elementary,Fully Accredited
2009-2010,98,York County,60,Yorktown Middle,Fully Accredited
